Angstroms, e1, e2, n, k, Absorption 
5270, 5.434950e+00, 7.419726e+00, 2.704837e+00, 1.371566e+00, 2.962929e-02 
5280, 5.434640e+00, 7.422946e+00, 2.705032e+00, 1.372063e+00, 2.958666e-02 
5290, 5.434329e+00, 7.426211e+00, 2.705229e+00, 1.372566e+00, 2.954436e-02 
5300, 5.434019e+00, 7.429521e+00, 2.705431e+00, 1.373075e+00, 2.950239e-02 
5310, 5.433709e+00, 7.432875e+00, 2.705635e+00, 1.373591e+00, 2.946075e-02 
5320, 5.433400e+00, 7.436273e+00, 2.705843e+00, 1.374114e+00, 2.941944e-02 
5330, 5.433090e+00, 7.439715e+00, 2.706055e+00, 1.374642e+00, 2.937845e-02 
5340, 5.432781e+00, 7.443199e+00, 2.706269e+00, 1.375177e+00, 2.933778e-02 
5350, 5.432473e+00, 7.446727e+00, 2.706487e+00, 1.375718e+00, 2.929743e-02 
5360, 5.432166e+00, 7.450297e+00, 2.706709e+00, 1.376265e+00, 2.925739e-02 
5370, 5.431859e+00, 7.453908e+00, 2.706933e+00, 1.376818e+00, 2.921766e-02 
5380, 5.431552e+00, 7.457562e+00, 2.707161e+00, 1.377377e+00, 2.917823e-02 
5390, 5.431247e+00, 7.461257e+00, 2.707392e+00, 1.377942e+00, 2.913911e-02 
5400, 5.430943e+00, 7.464993e+00, 2.707626e+00, 1.378512e+00, 2.910029e-02 
5410, 5.430640e+00, 7.468769e+00, 2.707864e+00, 1.379089e+00, 2.906177e-02 
5420, 5.430338e+00, 7.472586e+00, 2.708104e+00, 1.379671e+00, 2.902355e-02 
5430, 5.430037e+00, 7.476443e+00, 2.708348e+00, 1.380259e+00, 2.898561e-02 
5440, 5.429738e+00, 7.480339e+00, 2.708596e+00, 1.380852e+00, 2.894797e-02 
5450, 5.429439e+00, 7.484275e+00, 2.708846e+00, 1.381451e+00, 2.891061e-02 
5460, 5.429143e+00, 7.488250e+00, 2.709099e+00, 1.382055e+00, 2.887353e-02 
5470, 5.428848e+00, 7.492263e+00, 2.709356e+00, 1.382665e+00, 2.883674e-02 
5480, 5.428554e+00, 7.496315e+00, 2.709616e+00, 1.383280e+00, 2.880022e-02 
5490, 5.428262e+00, 7.500404e+00, 2.709879e+00, 1.383900e+00, 2.876398e-02 
5500, 5.427972e+00, 7.504531e+00, 2.710145e+00, 1.384526e+00, 2.872801e-02 
5510, 5.427684e+00, 7.508696e+00, 2.710414e+00, 1.385157e+00, 2.869231e-02 
5520, 5.427397e+00, 7.512898e+00, 2.710686e+00, 1.385793e+00, 2.865687e-02 
5530, 5.427113e+00, 7.517136e+00, 2.710961e+00, 1.386434e+00, 2.862171e-02 
5540, 5.426830e+00, 7.521411e+00, 2.711240e+00, 1.387080e+00, 2.858680e-02 
5550, 5.426550e+00, 7.525722e+00, 2.711521e+00, 1.387731e+00, 2.855216e-02 
5560, 5.426271e+00, 7.530069e+00, 2.711805e+00, 1.388387e+00, 2.851777e-02 
5570, 5.425995e+00, 7.534452e+00, 2.712093e+00, 1.389047e+00, 2.848363e-02 
5580, 5.425721e+00, 7.538869e+00, 2.712383e+00, 1.389713e+00, 2.844975e-02 
5590, 5.425449e+00, 7.543322e+00, 2.712677e+00, 1.390383e+00, 2.841612e-02 
5600, 5.425180e+00, 7.547809e+00, 2.712973e+00, 1.391059e+00, 2.838274e-02 
5610, 5.424913e+00, 7.552331e+00, 2.713273e+00, 1.391738e+00, 2.834960e-02 
5620, 5.424649e+00, 7.556887e+00, 2.713575e+00, 1.392423e+00, 2.831670e-02 
5630, 5.424387e+00, 7.561476e+00, 2.713880e+00, 1.393112e+00, 2.828405e-02 
5640, 5.424127e+00, 7.566099e+00, 2.714189e+00, 1.393805e+00, 2.825163e-02 
5650, 5.423871e+00, 7.570756e+00, 2.714500e+00, 1.394503e+00, 2.821945e-02 
5660, 5.423617e+00, 7.575445e+00, 2.714814e+00, 1.395205e+00, 2.818750e-02 
5670, 5.423365e+00, 7.580168e+00, 2.715131e+00, 1.395912e+00, 2.815578e-02 
5680, 5.423117e+00, 7.584922e+00, 2.715451e+00, 1.396623e+00, 2.812430e-02 
5690, 5.422871e+00, 7.589709e+00, 2.715774e+00, 1.397338e+00, 2.809304e-02 
5700, 5.422628e+00, 7.594528e+00, 2.716099e+00, 1.398058e+00, 2.806200e-02 
5710, 5.422389e+00, 7.599379e+00, 2.716428e+00, 1.398782e+00, 2.803119e-02 
5720, 5.422152e+00, 7.604260e+00, 2.716759e+00, 1.399510e+00, 2.800060e-02 
5730, 5.421918e+00, 7.609174e+00, 2.717093e+00, 1.400242e+00, 2.797023e-02 
5740, 5.421687e+00, 7.614118e+00, 2.717430e+00, 1.400978e+00, 2.794007e-02 
5750, 5.421459e+00, 7.619092e+00, 2.717770e+00, 1.401718e+00, 2.791013e-02 
5760, 5.421234e+00, 7.624098e+00, 2.718112e+00, 1.402462e+00, 2.788040e-02 
5770, 5.421013e+00, 7.629133e+00, 2.718457e+00, 1.403210e+00, 2.785089e-02 
5780, 5.420795e+00, 7.634198e+00, 2.718806e+00, 1.403962e+00, 2.782158e-02 
5790, 5.420579e+00, 7.639293e+00, 2.719156e+00, 1.404718e+00, 2.779248e-02 
5800, 5.420368e+00, 7.644418e+00, 2.719510e+00, 1.405477e+00, 2.776358e-02 
5810, 5.420159e+00, 7.649572e+00, 2.719866e+00, 1.406240e+00, 2.773489e-02 
5820, 5.419954e+00, 7.654754e+00, 2.720225e+00, 1.407008e+00, 2.770640e-02 
5830, 5.419753e+00, 7.659966e+00, 2.720587e+00, 1.407778e+00, 2.767811e-02 
5840, 5.419555e+00, 7.665206e+00, 2.720951e+00, 1.408553e+00, 2.765001e-02 
5850, 5.419360e+00, 7.670474e+00, 2.721318e+00, 1.409331e+00, 2.762211e-02 
5860, 5.419169e+00, 7.675771e+00, 2.721688e+00, 1.410112e+00, 2.759441e-02 
5870, 5.418981e+00, 7.681095e+00, 2.722060e+00, 1.410897e+00, 2.756689e-02 
5880, 5.418797e+00, 7.686447e+00, 2.722435e+00, 1.411686e+00, 2.753957e-02 
5890, 5.418616e+00, 7.691827e+00, 2.722813e+00, 1.412478e+00, 2.751244e-02 
5900, 5.418439e+00, 7.697233e+00, 2.723193e+00, 1.413273e+00, 2.748549e-02 
5910, 5.418266e+00, 7.702667e+00, 2.723576e+00, 1.414072e+00, 2.745873e-02 
5920, 5.418097e+00, 7.708127e+00, 2.723962e+00, 1.414875e+00, 2.743215e-02 
5930, 5.417931e+00, 7.713615e+00, 2.724350e+00, 1.415680e+00, 2.740576e-02 
5940, 5.417769e+00, 7.719128e+00, 2.724740e+00, 1.416489e+00, 2.737955e-02 
5950, 5.417610e+00, 7.724668e+00, 2.725133e+00, 1.417301e+00, 2.735351e-02 
5960, 5.417456e+00, 7.730233e+00, 2.725529e+00, 1.418116e+00, 2.732765e-02 
5970, 5.417305e+00, 7.735824e+00, 2.725927e+00, 1.418934e+00, 2.730197e-02 
5980, 5.417158e+00, 7.741441e+00, 2.726328e+00, 1.419756e+00, 2.727646e-02 
5990, 5.417015e+00, 7.747084e+00, 2.726731e+00, 1.420581e+00, 2.725112e-02 
6000, 5.416876e+00, 7.752751e+00, 2.727137e+00, 1.421408e+00, 2.722596e-02 
6010, 5.416741e+00, 7.758444e+00, 2.727546e+00, 1.422239e+00, 2.720096e-02 
6020, 5.416610e+00, 7.764161e+00, 2.727956e+00, 1.423073e+00, 2.717613e-02 
6030, 5.416482e+00, 7.769902e+00, 2.728370e+00, 1.423909e+00, 2.715147e-02 
6040, 5.416359e+00, 7.775669e+00, 2.728785e+00, 1.424749e+00, 2.712697e-02 
6050, 5.416240e+00, 7.781459e+00, 2.729203e+00, 1.425592e+00, 2.710264e-02 
6060, 5.416124e+00, 7.787274e+00, 2.729624e+00, 1.426437e+00, 2.707847e-02 
6070, 5.416013e+00, 7.793112e+00, 2.730047e+00, 1.427285e+00, 2.705446e-02 
6080, 5.415906e+00, 7.798974e+00, 2.730472e+00, 1.428136e+00, 2.703061e-02 
6090, 5.415803e+00, 7.804859e+00, 2.730900e+00, 1.428990e+00, 2.700692e-02 
6100, 5.415704e+00, 7.810768e+00, 2.731330e+00, 1.429847e+00, 2.698338e-02 
6110, 5.415609e+00, 7.816700e+00, 2.731763e+00, 1.430706e+00, 2.696000e-02 
6120, 5.415518e+00, 7.822654e+00, 2.732198e+00, 1.431568e+00, 2.693677e-02 
6130, 5.415432e+00, 7.828632e+00, 2.732635e+00, 1.432433e+00, 2.691370e-02 
6140, 5.415349e+00, 7.834632e+00, 2.733075e+00, 1.433300e+00, 2.689077e-02 
6150, 5.415271e+00, 7.840655e+00, 2.733517e+00, 1.434170e+00, 2.686800e-02 
6160, 5.415197e+00, 7.846700e+00, 2.733961e+00, 1.435042e+00, 2.684537e-02 
6170, 5.415127e+00, 7.852767e+00, 2.734408e+00, 1.435917e+00, 2.682289e-02 
6180, 5.415062e+00, 7.858855e+00, 2.734857e+00, 1.436795e+00, 2.680056e-02 
6190, 5.415000e+00, 7.864966e+00, 2.735308e+00, 1.437675e+00, 2.677837e-02 
6200, 5.414943e+00, 7.871098e+00, 2.735761e+00, 1.438557e+00, 2.675633e-02 
6210, 5.414890e+00, 7.877252e+00, 2.736217e+00, 1.439442e+00, 2.673443e-02 
6220, 5.414842e+00, 7.883427e+00, 2.736675e+00, 1.440329e+00, 2.671267e-02 
6230, 5.414797e+00, 7.889623e+00, 2.737135e+00, 1.441219e+00, 2.669105e-02 
6240, 5.414758e+00, 7.895840e+00, 2.737598e+00, 1.442111e+00, 2.666956e-02 
6250, 5.414722e+00, 7.902078e+00, 2.738063e+00, 1.443005e+00, 2.664822e-02 
6260, 5.414690e+00, 7.908336e+00, 2.738529e+00, 1.443902e+00, 2.662701e-02 
6270, 5.414663e+00, 7.914615e+00, 2.738999e+00, 1.444801e+00, 2.660594e-02 
6280, 5.414641e+00, 7.920914e+00, 2.739470e+00, 1.445702e+00, 2.658500e-02 
6290, 5.414623e+00, 7.927234e+00, 2.739943e+00, 1.446605e+00, 2.656419e-02 
6300, 5.414609e+00, 7.933573e+00, 2.740419e+00, 1.447511e+00, 2.654352e-02 
6310, 5.414599e+00, 7.939933e+00, 2.740897e+00, 1.448419e+00, 2.652297e-02 
6320, 5.414594e+00, 7.946312e+00, 2.741377e+00, 1.449329e+00, 2.650256e-02 
6330, 5.414593e+00, 7.952710e+00, 2.741859e+00, 1.450241e+00, 2.648227e-02 
6340, 5.414597e+00, 7.959129e+00, 2.742343e+00, 1.451155e+00, 2.646211e-02 
6350, 5.414605e+00, 7.965566e+00, 2.742830e+00, 1.452071e+00, 2.644208e-02 
6360, 5.414617e+00, 7.972023e+00, 2.743318e+00, 1.452989e+00, 2.642217e-02 
6370, 5.414634e+00, 7.978498e+00, 2.743809e+00, 1.453909e+00, 2.640239e-02 
6380, 5.414656e+00, 7.984993e+00, 2.744301e+00, 1.454832e+00, 2.638273e-02 
6390, 5.414681e+00, 7.991506e+00, 2.744796e+00, 1.455756e+00, 2.636319e-02 
6400, 5.414712e+00, 7.998038e+00, 2.745293e+00, 1.456682e+00, 2.634377e-02 
6410, 5.414746e+00, 8.004588e+00, 2.745792e+00, 1.457610e+00, 2.632448e-02 
6420, 5.414785e+00, 8.011157e+00, 2.746293e+00, 1.458540e+00, 2.630530e-02 
6430, 5.414829e+00, 8.017744e+00, 2.746796e+00, 1.459472e+00, 2.628624e-02 
6440, 5.414877e+00, 8.024349e+00, 2.747301e+00, 1.460406e+00, 2.626730e-02 
6450, 5.414929e+00, 8.030972e+00, 2.747808e+00, 1.461342e+00, 2.624847e-02 
6460, 5.414986e+00, 8.037613e+00, 2.748317e+00, 1.462279e+00, 2.622976e-02 
6470, 5.415048e+00, 8.044271e+00, 2.748828e+00, 1.463218e+00, 2.621117e-02 
6480, 5.415114e+00, 8.050947e+00, 2.749341e+00, 1.464159e+00, 2.619269e-02 
6490, 5.415184e+00, 8.057641e+00, 2.749856e+00, 1.465102e+00, 2.617432e-02 
6500, 5.415259e+00, 8.064352e+00, 2.750373e+00, 1.466047e+00, 2.615606e-02 
6510, 5.415339e+00, 8.071079e+00, 2.750892e+00, 1.466993e+00, 2.613791e-02 
6520, 5.415423e+00, 8.077825e+00, 2.751413e+00, 1.467941e+00, 2.611987e-02 
6530, 5.415511e+00, 8.084586e+00, 2.751936e+00, 1.468891e+00, 2.610194e-02 
6540, 5.415604e+00, 8.091365e+00, 2.752461e+00, 1.469842e+00, 2.608412e-02 
6550, 5.415701e+00, 8.098161e+00, 2.752987e+00, 1.470795e+00, 2.606641e-02 
6560, 5.415803e+00, 8.104973e+00, 2.753516e+00, 1.471750e+00, 2.604880e-02 
6570, 5.415910e+00, 8.111801e+00, 2.754047e+00, 1.472706e+00, 2.603130e-02 
6580, 5.416021e+00, 8.118646e+00, 2.754579e+00, 1.473664e+00, 2.601390e-02 
6590, 5.416136e+00, 8.125507e+00, 2.755113e+00, 1.474623e+00, 2.599660e-02 
6600, 5.416256e+00, 8.132384e+00, 2.755649e+00, 1.475584e+00, 2.597941e-02 
6610, 5.416381e+00, 8.139277e+00, 2.756188e+00, 1.476546e+00, 2.596232e-02 
6620, 5.416510e+00, 8.146187e+00, 2.756727e+00, 1.477510e+00, 2.594534e-02 
6630, 5.416643e+00, 8.153111e+00, 2.757269e+00, 1.478476e+00, 2.592845e-02 
6640, 5.416781e+00, 8.160052e+00, 2.757813e+00, 1.479443e+00, 2.591166e-02 
6650, 5.416924e+00, 8.167008e+00, 2.758358e+00, 1.480411e+00, 2.589497e-02 
6660, 5.417071e+00, 8.173979e+00, 2.758906e+00, 1.481381e+00, 2.587838e-02 
6670, 5.417223e+00, 8.180966e+00, 2.759455e+00, 1.482352e+00, 2.586189e-02 
6680, 5.417379e+00, 8.187968e+00, 2.760006e+00, 1.483325e+00, 2.584549e-02 
6690, 5.417539e+00, 8.194985e+00, 2.760558e+00, 1.484299e+00, 2.582919e-02 
6700, 5.417705e+00, 8.202017e+00, 2.761113e+00, 1.485274e+00, 2.581298e-02 
6710, 5.417874e+00, 8.209065e+00, 2.761669e+00, 1.486251e+00, 2.579687e-02 
6720, 5.418048e+00, 8.216126e+00, 2.762227e+00, 1.487229e+00, 2.578085e-02 
6730, 5.418227e+00, 8.223203e+00, 2.762787e+00, 1.488208e+00, 2.576493e-02 
6740, 5.418410e+00, 8.230294e+00, 2.763348e+00, 1.489189e+00, 2.574910e-02 
6750, 5.418598e+00, 8.237400e+00, 2.763912e+00, 1.490171e+00, 2.573335e-02 
6760, 5.418790e+00, 8.244520e+00, 2.764477e+00, 1.491154e+00, 2.571770e-02 
6770, 5.418987e+00, 8.251654e+00, 2.765043e+00, 1.492138e+00, 2.570214e-02 
6780, 5.419188e+00, 8.258803e+00, 2.765612e+00, 1.493124e+00, 2.568667e-02 
6790, 5.419394e+00, 8.265966e+00, 2.766182e+00, 1.494111e+00, 2.567128e-02 
6800, 5.419605e+00, 8.273142e+00, 2.766754e+00, 1.495099e+00, 2.565599e-02 
6810, 5.419819e+00, 8.280333e+00, 2.767327e+00, 1.496088e+00, 2.564078e-02 
6820, 5.420039e+00, 8.287537e+00, 2.767902e+00, 1.497079e+00, 2.562566e-02 
6830, 5.420262e+00, 8.294755e+00, 2.768479e+00, 1.498071e+00, 2.561062e-02 
6840, 5.420491e+00, 8.301987e+00, 2.769058e+00, 1.499063e+00, 2.559567e-02 
6850, 5.420723e+00, 8.309233e+00, 2.769638e+00, 1.500057e+00, 2.558080e-02 
6860, 5.420961e+00, 8.316491e+00, 2.770220e+00, 1.501052e+00, 2.556602e-02 
6870, 5.421202e+00, 8.323763e+00, 2.770804e+00, 1.502049e+00, 2.555132e-02 
6880, 5.421449e+00, 8.331049e+00, 2.771389e+00, 1.503046e+00, 2.553671e-02 
6890, 5.421699e+00, 8.338347e+00, 2.771976e+00, 1.504044e+00, 2.552217e-02 
6900, 5.421955e+00, 8.345659e+00, 2.772564e+00, 1.505044e+00, 2.550772e-02 
6910, 5.422214e+00, 8.352983e+00, 2.773154e+00, 1.506044e+00, 2.549334e-02 
6920, 5.422478e+00, 8.360321e+00, 2.773746e+00, 1.507045e+00, 2.547905e-02 
6930, 5.422747e+00, 8.367671e+00, 2.774339e+00, 1.508048e+00, 2.546484e-02 
6940, 5.423020e+00, 8.375034e+00, 2.774933e+00, 1.509051e+00, 2.545071e-02 
6950, 5.423298e+00, 8.382410e+00, 2.775530e+00, 1.510056e+00, 2.543665e-02 
6960, 5.423579e+00, 8.389798e+00, 2.776128e+00, 1.511061e+00, 2.542267e-02 
6970, 5.423866e+00, 8.397199e+00, 2.776727e+00, 1.512068e+00, 2.540877e-02 
6980, 5.424157e+00, 8.404612e+00, 2.777328e+00, 1.513075e+00, 2.539495e-02 
6990, 5.424452e+00, 8.412037e+00, 2.777931e+00, 1.514083e+00, 2.538120e-02 
7000, 5.424752e+00, 8.419475e+00, 2.778535e+00, 1.515092e+00, 2.536753e-02 
7010, 5.425056e+00, 8.426924e+00, 2.779141e+00, 1.516103e+00, 2.535393e-02 
7020, 5.425365e+00, 8.434386e+00, 2.779748e+00, 1.517114e+00, 2.534041e-02 
7030, 5.425678e+00, 8.441860e+00, 2.780357e+00, 1.518125e+00, 2.532696e-02 
7040, 5.425995e+00, 8.449346e+00, 2.780967e+00, 1.519138e+00, 2.531358e-02 
7050, 5.426317e+00, 8.456843e+00, 2.781578e+00, 1.520152e+00, 2.530028e-02 
7060, 5.426643e+00, 8.464352e+00, 2.782192e+00, 1.521166e+00, 2.528704e-02 
7070, 5.426974e+00, 8.471873e+00, 2.782806e+00, 1.522182e+00, 2.527388e-02 
7080, 5.427309e+00, 8.479406e+00, 2.783422e+00, 1.523198e+00, 2.526079e-02 
7090, 5.427649e+00, 8.486950e+00, 2.784040e+00, 1.524215e+00, 2.524778e-02 
7100, 5.427993e+00, 8.494505e+00, 2.784659e+00, 1.525232e+00, 2.523483e-02 
7110, 5.428341e+00, 8.502072e+00, 2.785280e+00, 1.526251e+00, 2.522195e-02 
7120, 5.428694e+00, 8.509650e+00, 2.785902e+00, 1.527270e+00, 2.520914e-02 
7130, 5.429051e+00, 8.517240e+00, 2.786525e+00, 1.528290e+00, 2.519640e-02 
7140, 5.429412e+00, 8.524840e+00, 2.787150e+00, 1.529311e+00, 2.518372e-02 
7150, 5.429778e+00, 8.532451e+00, 2.787776e+00, 1.530333e+00, 2.517112e-02 
7160, 5.430148e+00, 8.540074e+00, 2.788404e+00, 1.531355e+00, 2.515858e-02 
7170, 5.430523e+00, 8.547707e+00, 2.789033e+00, 1.532378e+00, 2.514611e-02 
7180, 5.430901e+00, 8.555352e+00, 2.789664e+00, 1.533402e+00, 2.513370e-02 
7190, 5.431285e+00, 8.563007e+00, 2.790296e+00, 1.534426e+00, 2.512136e-02 
7200, 5.431672e+00, 8.570672e+00, 2.790929e+00, 1.535452e+00, 2.510909e-02 
7210, 5.432064e+00, 8.578349e+00, 2.791564e+00, 1.536477e+00, 2.509687e-02 
7220, 5.432460e+00, 8.586036e+00, 2.792200e+00, 1.537504e+00, 2.508473e-02 
7230, 5.432861e+00, 8.593733e+00, 2.792837e+00, 1.538531e+00, 2.507265e-02 
7240, 5.433266e+00, 8.601441e+00, 2.793476e+00, 1.539559e+00, 2.506063e-02 
7250, 5.433675e+00, 8.609160e+00, 2.794116e+00, 1.540587e+00, 2.504867e-02 
7260, 5.434088e+00, 8.616888e+00, 2.794757e+00, 1.541616e+00, 2.503677e-02 
7270, 5.434506e+00, 8.624627e+00, 2.795400e+00, 1.542646e+00, 2.502494e-02 
7280, 5.434928e+00, 8.632376e+00, 2.796045e+00, 1.543676e+00, 2.501317e-02 
7290, 5.435354e+00, 8.640135e+00, 2.796690e+00, 1.544707e+00, 2.500146e-02 
7300, 5.435785e+00, 8.647904e+00, 2.797337e+00, 1.545739e+00, 2.498981e-02 
7310, 5.436220e+00, 8.655683e+00, 2.797985e+00, 1.546771e+00, 2.497822e-02 
7320, 5.436659e+00, 8.663472e+00, 2.798634e+00, 1.547803e+00, 2.496669e-02 
7330, 5.437102e+00, 8.671271e+00, 2.799285e+00, 1.548837e+00, 2.495522e-02 
7340, 5.437550e+00, 8.679080e+00, 2.799937e+00, 1.549870e+00, 2.494381e-02 
7350, 5.438002e+00, 8.686898e+00, 2.800591e+00, 1.550905e+00, 2.493246e-02 
7360, 5.438458e+00, 8.694726e+00, 2.801245e+00, 1.551939e+00, 2.492116e-02 
7370, 5.438919e+00, 8.702564e+00, 2.801901e+00, 1.552975e+00, 2.490992e-02 
7380, 5.439383e+00, 8.710411e+00, 2.802558e+00, 1.554011e+00, 2.489874e-02 
7390, 5.439852e+00, 8.718267e+00, 2.803217e+00, 1.555047e+00, 2.488762e-02 
7400, 5.440325e+00, 8.726133e+00, 2.803876e+00, 1.556084e+00, 2.487655e-02 
7410, 5.440803e+00, 8.734009e+00, 2.804537e+00, 1.557121e+00, 2.486554e-02 
7420, 5.441284e+00, 8.741893e+00, 2.805199e+00, 1.558159e+00, 2.485459e-02 
7430, 5.441770e+00, 8.749787e+00, 2.805863e+00, 1.559197e+00, 2.484369e-02 
7440, 5.442260e+00, 8.757690e+00, 2.806527e+00, 1.560236e+00, 2.483284e-02 
7450, 5.442754e+00, 8.765603e+00, 2.807193e+00, 1.561275e+00, 2.482205e-02 
7460, 5.443252e+00, 8.773524e+00, 2.807860e+00, 1.562315e+00, 2.481131e-02 
7470, 5.443755e+00, 8.781454e+00, 2.808529e+00, 1.563355e+00, 2.480063e-02 
7480, 5.444261e+00, 8.789393e+00, 2.809198e+00, 1.564395e+00, 2.479000e-02 
7490, 5.444772e+00, 8.797341e+00, 2.809869e+00, 1.565436e+00, 2.477943e-02 
7500, 5.445287e+00, 8.805298e+00, 2.810541e+00, 1.566478e+00, 2.476890e-02 
7510, 5.445806e+00, 8.813264e+00, 2.811214e+00, 1.567519e+00, 2.475843e-02 
7520, 5.446329e+00, 8.821239e+00, 2.811888e+00, 1.568562e+00, 2.474801e-02 
7530, 5.446857e+00, 8.829222e+00, 2.812563e+00, 1.569604e+00, 2.473764e-02 
7540, 5.447388e+00, 8.837214e+00, 2.813240e+00, 1.570647e+00, 2.472733e-02 
7550, 5.447924e+00, 8.845214e+00, 2.813918e+00, 1.571690e+00, 2.471706e-02 
7560, 5.448463e+00, 8.853223e+00, 2.814597e+00, 1.572734e+00, 2.470685e-02 
7570, 5.449007e+00, 8.861240e+00, 2.815277e+00, 1.573778e+00, 2.469668e-02 
7580, 5.449555e+00, 8.869266e+00, 2.815958e+00, 1.574822e+00, 2.468657e-02 
7590, 5.450107e+00, 8.877300e+00, 2.816640e+00, 1.575867e+00, 2.467650e-02 
7600, 5.450663e+00, 8.885343e+00, 2.817324e+00, 1.576912e+00, 2.466648e-02 
7610, 5.451223e+00, 8.893393e+00, 2.818009e+00, 1.577957e+00, 2.465652e-02 
7620, 5.451788e+00, 8.901452e+00, 2.818694e+00, 1.579003e+00, 2.464660e-02 
7630, 5.452356e+00, 8.909519e+00, 2.819381e+00, 1.580049e+00, 2.463672e-02 
7640, 5.452928e+00, 8.917594e+00, 2.820069e+00, 1.581095e+00, 2.462690e-02 
7650, 5.453505e+00, 8.925678e+00, 2.820758e+00, 1.582142e+00, 2.461713e-02 
7660, 5.454085e+00, 8.933769e+00, 2.821448e+00, 1.583188e+00, 2.460740e-02 
7670, 5.454670e+00, 8.941868e+00, 2.822140e+00, 1.584236e+00, 2.459772e-02 
7680, 5.455258e+00, 8.949975e+00, 2.822832e+00, 1.585283e+00, 2.458808e-02 
7690, 5.455851e+00, 8.958090e+00, 2.823525e+00, 1.586331e+00, 2.457849e-02 
7700, 5.456448e+00, 8.966213e+00, 2.824220e+00, 1.587379e+00, 2.456895e-02 
7710, 5.457048e+00, 8.974343e+00, 2.824916e+00, 1.588427e+00, 2.455945e-02 
7720, 5.457653e+00, 8.982481e+00, 2.825612e+00, 1.589475e+00, 2.455000e-02 
7730, 5.458261e+00, 8.990627e+00, 2.826310e+00, 1.590524e+00, 2.454059e-02 
7740, 5.458874e+00, 8.998781e+00, 2.827009e+00, 1.591573e+00, 2.453123e-02 
7750, 5.459491e+00, 9.006942e+00, 2.827709e+00, 1.592622e+00, 2.452191e-02 
7760, 5.460111e+00, 9.015110e+00, 2.828409e+00, 1.593671e+00, 2.451264e-02 
7770, 5.460736e+00, 9.023286e+00, 2.829111e+00, 1.594721e+00, 2.450341e-02 
7780, 5.461364e+00, 9.031470e+00, 2.829814e+00, 1.595771e+00, 2.449422e-02 
7790, 5.461997e+00, 9.039661e+00, 2.830518e+00, 1.596821e+00, 2.448508e-02 
7800, 5.462633e+00, 9.047859e+00, 2.831223e+00, 1.597871e+00, 2.447598e-02 
7810, 5.463274e+00, 9.056065e+00, 2.831929e+00, 1.598921e+00, 2.446692e-02 
7820, 5.463918e+00, 9.064278e+00, 2.832636e+00, 1.599972e+00, 2.445791e-02 
7830, 5.464566e+00, 9.072498e+00, 2.833344e+00, 1.601023e+00, 2.444894e-02 
7840, 5.465218e+00, 9.080725e+00, 2.834053e+00, 1.602074e+00, 2.444001e-02 
7850, 5.465874e+00, 9.088959e+00, 2.834763e+00, 1.603125e+00, 2.443112e-02 
7860, 5.466534e+00, 9.097201e+00, 2.835474e+00, 1.604176e+00, 2.442227e-02 
7870, 5.467198e+00, 9.105449e+00, 2.836186e+00, 1.605228e+00, 2.441346e-02 
7880, 5.467866e+00, 9.113705e+00, 2.836899e+00, 1.606279e+00, 2.440470e-02 
7890, 5.468538e+00, 9.121967e+00, 2.837613e+00, 1.607331e+00, 2.439597e-02 
7900, 5.469213e+00, 9.130237e+00, 2.838328e+00, 1.608383e+00, 2.438729e-02 
7910, 5.469893e+00, 9.138513e+00, 2.839044e+00, 1.609435e+00, 2.437864e-02 
7920, 5.470576e+00, 9.146796e+00, 2.839761e+00, 1.610487e+00, 2.437004e-02 
7930, 5.471263e+00, 9.155086e+00, 2.840479e+00, 1.611539e+00, 2.436147e-02 
7940, 5.471954e+00, 9.163383e+00, 2.841198e+00, 1.612591e+00, 2.435294e-02 
7950, 5.472649e+00, 9.171686e+00, 2.841918e+00, 1.613644e+00, 2.434446e-02 
7960, 5.473348e+00, 9.179996e+00, 2.842638e+00, 1.614697e+00, 2.433601e-02 
7970, 5.474050e+00, 9.188313e+00, 2.843360e+00, 1.615749e+00, 2.432760e-02 
7980, 5.474756e+00, 9.196636e+00, 2.844082e+00, 1.616802e+00, 2.431923e-02 
7990, 5.475467e+00, 9.204966e+00, 2.844806e+00, 1.617855e+00, 2.431089e-02 
8000, 5.476181e+00, 9.213303e+00, 2.845530e+00, 1.618908e+00, 2.430260e-02 
8010, 5.476898e+00, 9.221645e+00, 2.846256e+00, 1.619961e+00, 2.429434e-02 
8020, 5.477620e+00, 9.229995e+00, 2.846982e+00, 1.621014e+00, 2.428612e-02 
8030, 5.478345e+00, 9.238351e+00, 2.847709e+00, 1.622067e+00, 2.427793e-02 
8040, 5.479075e+00, 9.246713e+00, 2.848437e+00, 1.623120e+00, 2.426978e-02 
8050, 5.479808e+00, 9.255081e+00, 2.849166e+00, 1.624174e+00, 2.426167e-02 
8060, 5.480544e+00, 9.263456e+00, 2.849896e+00, 1.625227e+00, 2.425360e-02 
8070, 5.481285e+00, 9.271837e+00, 2.850627e+00, 1.626280e+00, 2.424556e-02 
8080, 5.482029e+00, 9.280224e+00, 2.851358e+00, 1.627334e+00, 2.423756e-02 
8090, 5.482777e+00, 9.288618e+00, 2.852091e+00, 1.628387e+00, 2.422959e-02 
8100, 5.483529e+00, 9.297017e+00, 2.852824e+00, 1.629441e+00, 2.422166e-02 
8110, 5.484285e+00, 9.305423e+00, 2.853559e+00, 1.630494e+00, 2.421376e-02 
